Protein Unique ID,Module Assignment (Number),Module Assigment (Color),kME Dark Orange,kME Dark Turquoise,kME Brown,kME Red,kME Turquoise,kME Light Green,kME White,kME Black,kME Green Yellow,kME Cyan,kME Salmon,kME Dark Red,kME Pink,kME Tan,kME Magenta,kME Light Cyan,kME Royal Blue,kME Midnight Blue,kME Purple,kME Light Yellow,kME Grey60,kME Blue,kME Yellow,kME Dark Green,kME Dark Grey,kME Green,kME Orange,kME Grey,kME Table Sort Vector
CYTB|YP_003024038.1,M4,yellow,-0.097295663,-0.492151052,-0.462641913,-0.530091716,-0.823823837,-0.363088496,-0.098451997,-0.612890826,-0.659779614,-0.281324542,-0.073851035,0.38507683,0.396654621,0.198879729,0.326630417,0.272767707,0.12443556,0.433955676,0.199139937,0.852634115,0.499041605,0.776874236,0.862481604,-0.107614196,-0.070460958,0.075473721,0.520964422,-0.117378428,yellow|0.8625
ATP5F1|NP_001679.2,M4,yellow,-0.334535815,-0.393030317,-0.528898945,-0.692641048,-0.716060658,-0.369132065,-0.111419914,-0.483746313,-0.482124615,-0.383132098,-0.208378395,0.593825794,0.284326548,0.006542159,0.478515224,0.114791794,0.179947485,0.465831306,0.190198868,0.777667207,0.442337133,0.558484295,0.856909809,-0.00408612,-0.245400057,-0.024890352,0.502224728,0.108522795,yellow|0.8569
NLGN2|NP_065846.1,M4,yellow,-0.143607902,-0.417772821,-0.61249118,-0.415620815,-0.777114463,-0.305333509,-0.138584836,-0.733989289,-0.56851131,-0.176062354,0.251941516,0.267035678,0.599506175,0.330318779,0.572655137,0.441150263,0.301753529,0.604134556,0.330111553,0.61705399,0.478904505,0.789335504,0.856282635,-0.050538861,-0.199249112,-0.33745106,0.293673861,0.015836548,yellow|0.8563
SLC25A27|NP_004268.3,M4,yellow,-0.105858238,-0.3374709,-0.564189533,-0.665983603,-0.595456955,-0.207538464,-0.273230993,-0.470507601,-0.348979571,-0.29131756,-0.236875182,0.578026702,0.442232123,0.110299108,0.522280006,0.026584569,0.20633384,0.45028973,0.108423556,0.602892931,0.213029643,0.525938269,0.845601988,0.005586136,-0.213306016,-0.079284778,0.19560166,0.01766248,yellow|0.8456
SFXN1|NP_073591.2,M4,yellow,-0.063711483,-0.341850423,-0.535565835,-0.427532,-0.716043387,-0.327145122,-0.037466364,-0.584496777,-0.530141251,-0.408425071,-0.116072505,0.434243371,0.447772431,0.063605763,0.429539109,0.214026229,0.145852704,0.394036738,0.083110679,0.65005357,0.41702586,0.6693644,0.839377687,-0.071165318,-0.244342057,-0.031270932,0.425855111,-0.012605559,yellow|0.8394
PRKCB|NP_002729.2,M4,yellow,-0.268716639,-0.472724358,-0.756533051,-0.765749587,-0.72939783,-0.210747214,-0.058075582,-0.532102939,-0.309489101,-0.209067807,-0.285574736,0.738807597,0.446678404,0.149284167,0.635933993,0.262997355,0.44952082,0.700555738,0.358768132,0.540876626,0.620235103,0.609583186,0.835347144,0.084023494,-0.233587816,-0.009583857,0.477712364,0.316446702,yellow|0.8353
HK3|NP_002106.2,M4,yellow,-0.194003525,-0.259166038,-0.696481217,-0.575587273,-0.67173704,-0.231012848,-0.24775159,-0.551372982,-0.353227904,-0.040889752,0.196539408,0.441248433,0.554229999,0.361954049,0.566355629,0.376794618,0.356192398,0.789631295,0.488582734,0.378544332,0.495786556,0.657253423,0.829627982,0.037708152,-0.245368454,-0.435051269,0.074970683,0.166651397,yellow|0.8296
TMEM126A|NP_115649.1,M4,yellow,0.056149189,-0.221082777,-0.710629655,-0.506846525,-0.717754362,-0.289002581,-0.25451251,-0.613830908,-0.338316205,-0.070853449,0.207618371,0.534442471,0.638963783,0.470687389,0.435807617,0.403080005,0.411033444,0.828337786,0.520905867,0.438488525,0.747801906,0.772759204,0.828332449,0.029249622,0.00404132,-0.349526373,0.061155611,0.159584749,yellow|0.8283
MPC2|NP_056230.1,M4,yellow,-0.30624183,-0.191160711,-0.411085849,-0.539799637,-0.678665838,-0.428718021,-0.249438548,-0.620540428,-0.532586933,-0.388914194,-0.140767012,0.514646219,0.476234449,0.067726865,0.52222605,-0.011909243,0.10388005,0.42556235,0.239458398,0.467184791,0.327368053,0.554038072,0.812880325,0.10562543,-0.116687508,-0.174064972,0.316540992,0.170673736,yellow|0.8129
SLC25A3|NP_002626.1,M4,yellow,-0.205305128,-0.520039092,-0.425829429,-0.742472144,-0.668252348,-0.265134315,-0.368543048,-0.591015347,-0.570406264,-0.197967942,-0.092800278,0.508239253,0.28998696,0.159505335,0.297311115,0.027213637,0.131589983,0.55043247,0.373308305,0.734886946,0.309356298,0.647555487,0.812821927,0.02935445,-0.024163656,0.001811767,0.299481939,0.198597501,yellow|0.8128
STX7|NP_003560.2,M4,yellow,-0.03530854,-0.287087398,-0.61426733,-0.427919866,-0.741093212,-0.404623345,-0.09048041,-0.513595884,-0.373307791,-0.263001781,-0.096436515,0.470133512,0.627174773,0.295706597,0.487020938,0.27400799,0.230705675,0.517804351,0.226121297,0.46025327,0.594414355,0.663811267,0.807265793,0.086069215,2.87E-05,-0.080053552,0.271625941,-0.135948562,yellow|0.8073
NDUFA11|NP_783313.1,M4,yellow,-0.028220199,-0.128080828,-0.674578906,-0.398613171,-0.806478763,-0.319645158,-0.018117019,-0.639196021,-0.417744831,-0.064798279,0.187567763,0.375116287,0.797964827,0.483978242,0.709212734,0.532917254,0.458956189,0.527745088,0.322060995,0.452866646,0.591147519,0.705177666,0.799114338,-0.018648059,-0.109951534,-0.370487421,0.059977595,-0.120273671,yellow|0.7991
TMEM160|NP_060324.1,M4,yellow,-0.254392813,-0.175698316,-0.629277275,-0.674578579,-0.757957617,-0.331379767,-0.176216353,-0.616596958,-0.385122098,-0.061475566,0.051455308,0.637501184,0.596472312,0.348187159,0.630500936,0.279266714,0.459414381,0.706593084,0.588639593,0.401799971,0.616178317,0.619382667,0.790423419,0.190864759,-0.04271323,-0.317591398,0.099520509,0.35090406,yellow|0.7904
CASKIN1|NP_065815.1,M4,yellow,0.017355006,-0.328403344,-0.821867706,-0.454300052,-0.820956343,-0.261599627,0.176906427,-0.511215958,-0.177772177,0.224876962,0.199081998,0.384437384,0.705211651,0.60067702,0.733952373,0.663288811,0.669385461,0.710545826,0.515507951,0.474521187,0.685493884,0.740833076,0.789794685,0.089575756,-0.08654034,-0.256653946,0.19439581,-0.066235638,yellow|0.7898
RAB3A|NP_002857.1,M4,yellow,-0.175366662,-0.237946741,-0.558042436,-0.443504671,-0.568167265,-0.32792869,-0.522060813,-0.77350769,-0.461791515,-0.235514525,0.251870972,0.352103446,0.68850538,0.327668259,0.563893028,0.099375124,0.205216755,0.694300362,0.431319762,0.264237863,0.294169456,0.662874554,0.789428838,0.098441242,-0.051888786,-0.516495676,-0.052684767,0.233429176,yellow|0.7894
PTDSS1|NP_055569.1,M4,yellow,-0.404405569,-0.315984738,-0.49536799,-0.56954798,-0.585797194,-0.431102723,-0.44427804,-0.676056025,-0.62241687,-0.474139428,0.088403193,0.424547756,0.417165467,0.050772834,0.433030544,0.066964329,0.025205601,0.607900159,0.316530597,0.387535697,0.347704618,0.582228569,0.788738499,0.033307308,-0.22020328,-0.359395637,0.207714642,0.320723239,yellow|0.7887
RMND1|NP_060379.2,M4,yellow,0.036718865,-0.250512693,-0.37683903,-0.48551768,-0.71941099,-0.304360438,-0.242195517,-0.613481032,-0.631565899,-0.204394924,-0.043286045,0.367268547,0.484347593,0.277542585,0.281909167,0.155582072,0.087984575,0.367721591,0.211039987,0.682558759,0.332205485,0.719644794,0.786106709,-0.159842738,0.002731412,0.010013688,0.211484135,-0.146192053,yellow|0.7861
SLC7A5|NP_003477.4,M4,yellow,-0.191050977,-0.170705744,-0.704572829,-0.603232676,-0.71709849,-0.451246646,-0.139623004,-0.541095541,-0.400763649,-0.244245275,-0.021209016,0.563555264,0.588959483,0.314821038,0.575645382,0.302029114,0.321803952,0.589036863,0.348186394,0.467789925,0.619955061,0.616431465,0.784726511,-0.056762978,-0.101653769,-0.186968072,0.154500117,0.021473021,yellow|0.7847
AK5|NP_777283.1,M4,yellow,-0.188762364,-0.376729571,-0.711328708,-0.690410149,-0.724628853,-0.192469384,-0.133338518,-0.556088299,-0.335795957,-0.157915042,-0.067101639,0.723863635,0.463571623,0.227880462,0.450572582,0.295727135,0.432754893,0.812960242,0.549793192,0.505312758,0.769093416,0.662549235,0.784440794,0.170077123,-0.089207098,-0.128325436,0.261904748,0.416960168,yellow|0.7844
KIAA1045|NP_056112.1,M4,yellow,-0.332417363,-0.268103736,-0.511512372,-0.788195526,-0.639376362,-0.378821472,-0.328104214,-0.520747717,-0.324203867,-0.132449517,-0.278550679,0.685974766,0.470158809,0.216955822,0.590239666,-0.055898222,0.272865358,0.60824632,0.451081531,0.310789211,0.347672571,0.49257482,0.783014798,0.243237285,0.01657274,-0.093232264,0.238767367,0.31509781,yellow|0.783
CISD1|NP_060934.1,M4,yellow,-0.060757944,-0.315213015,-0.535796226,-0.38286379,-0.763772984,-0.318262057,-0.120801103,-0.620467397,-0.592864601,-0.270520522,0.059892234,0.301985489,0.660689062,0.294773479,0.505627167,0.410224503,0.192580275,0.412016025,0.1558002,0.484653517,0.473765252,0.693471865,0.778289916,-0.013206834,-0.111686913,-0.199028914,0.185453878,-0.142972856,yellow|0.7783
SYT2|NP_001129976.1,M4,yellow,0.191223594,-0.104047624,-0.92567038,-0.579112529,-0.673746043,-0.116087191,0.046257245,-0.4387044,-0.075872901,0.183425268,0.106450291,0.582835723,0.703423133,0.55764654,0.735855967,0.614039218,0.731033632,0.707650232,0.406901022,0.349555127,0.602607712,0.631032403,0.776230294,-0.113991487,-0.260292607,-0.327732277,-0.094824071,0.054530808,yellow|0.7762
HK1|NP_000179.2,M4,yellow,-0.34601361,-0.19173271,-0.48179913,-0.669630763,-0.640850296,-0.225777459,0.036646313,-0.247406237,-0.257364631,-0.185459654,-0.232734331,0.625948494,0.184016559,-0.013253443,0.456146872,0.100481714,0.245891323,0.435582593,0.255972601,0.696747245,0.39702071,0.389770857,0.760523026,0.084200817,-0.314329161,-0.046594587,0.371185004,0.094143487,yellow|0.7605
RAB9A|NP_001182257.1,M4,yellow,0.004171969,-0.301926174,-0.413483008,-0.314379808,-0.677643315,-0.355067871,-0.153224748,-0.600747606,-0.55207158,-0.154827262,0.193149935,0.194482701,0.431687869,0.284544818,0.35219915,0.300235218,0.150828171,0.408283814,0.234255911,0.62515189,0.359242872,0.707545949,0.758505839,-0.167961083,-0.096189282,-0.186630708,0.306299142,-0.098121702,yellow|0.7585
GAP43|NP_001123536.1,M4,yellow,-0.150746319,-0.035978055,-0.478159213,-0.349333806,-0.651989125,-0.559299479,-0.42592388,-0.778543284,-0.529918586,-0.106155429,0.397709503,0.18963115,0.796915067,0.533105538,0.653751323,0.229098298,0.228435424,0.527698488,0.432370843,0.249103871,0.297897859,0.670639074,0.750282793,-0.014650662,0.076491261,-0.580929325,-0.114875946,-0.036554086,yellow|0.7503
MSMO1|NP_006736.1,M4,yellow,-0.140176274,-0.454171905,-0.556853805,-0.468998724,-0.808650106,-0.315674189,0.328353805,-0.321430517,-0.29569231,0.041312391,-0.118012181,0.328663718,0.357736244,0.276518104,0.522000893,0.460616133,0.365624336,0.393071321,0.240839697,0.713098375,0.511047606,0.60745823,0.748291713,0.066395657,-0.149090887,0.120219455,0.576975593,-0.242845722,yellow|0.7483
YARS|NP_003671.1,M4,yellow,-0.145156956,-0.15784371,-0.710245753,-0.420353312,-0.578357138,-0.163690156,-0.174294413,-0.584273539,-0.200792363,-0.145508957,0.022307624,0.504124864,0.589681947,0.286046476,0.642421176,0.279060639,0.419711784,0.717764104,0.351969651,0.340673055,0.564310773,0.607327813,0.74359429,-0.103348647,-0.240644852,-0.327684992,0.265795591,0.157978796,yellow|0.7436
C6orf136|NP_001154848.1,M4,yellow,-0.104268925,-0.105380595,-0.461641723,-0.477443375,-0.747184429,-0.537331907,-0.306350796,-0.720308325,-0.536998019,-0.023766184,0.096729211,0.375612814,0.729715817,0.519933727,0.507546582,0.181797823,0.23125985,0.56188016,0.555840545,0.205689311,0.454993094,0.710392793,0.734235945,0.092491541,0.221453814,-0.215841186,0.039761834,0.066994059,yellow|0.7342
RAB3D|NP_004274.1,M4,yellow,-0.049387617,-0.11765491,-0.554385766,-0.288908309,-0.545921008,-0.310446401,-0.394620414,-0.773557804,-0.455419306,-0.164869953,0.36074537,0.220425809,0.724058988,0.382832693,0.572558798,0.219188284,0.242141677,0.592172235,0.376988995,0.219308208,0.255565375,0.666825402,0.724896253,-0.051292911,-0.115282856,-0.547277949,-0.11499558,0.125699417,yellow|0.7249
BSCL2|NP_001116427.1,M4,yellow,0.064414649,-0.337245684,-0.644643979,-0.478438901,-0.603223008,-0.026172229,-0.110850552,-0.4266718,-0.16922262,0.040538258,0.183674562,0.509110894,0.357328875,0.326044702,0.301647311,0.370043316,0.460829746,0.774313846,0.500281097,0.678828632,0.667953476,0.662356537,0.722528303,0.002547566,-0.101775972,-0.217938196,0.165331112,0.181504107,yellow|0.7225
PEX11B|NP_001171724.1,M4,yellow,0.021205881,-0.426772964,-0.483189825,-0.464855111,-0.664314045,-0.128559882,0.160715186,-0.404399622,-0.418530274,-0.316372602,-0.334914921,0.515328542,0.251414104,-0.045870163,0.273309374,0.216971384,0.187767972,0.310195652,0.036740941,0.695103536,0.442548559,0.577036162,0.716128929,-0.04024045,-0.253403433,0.262752136,0.536596089,0.049365306,yellow|0.7161
CYFIP2|NP_001032410.1,M4,yellow,-0.097350914,-0.358545999,-0.429339988,-0.260746564,-0.573486318,-0.179026551,-0.135087484,-0.558068991,-0.506816883,-0.374583164,0.155654254,0.216443865,0.335233146,0.078513469,0.275870345,0.244761657,0.085075084,0.393733567,0.082648672,0.799598406,0.400362726,0.63331113,0.694663077,-0.212911048,-0.225984924,-0.165768544,0.352110086,-0.12470932,yellow|0.6947
CKAP4|NP_006816.2,M4,yellow,0.182991542,-0.196909037,-0.612728586,-0.484680821,-0.535972508,0.044031182,0.036462141,-0.457149913,-0.242786756,-0.260223735,-0.158320288,0.670564797,0.309780511,0.021761294,0.31498499,0.20616787,0.402548927,0.445666303,0.138989298,0.714444306,0.493999682,0.547383584,0.691826126,-0.186188823,-0.312438842,0.020247231,0.208032104,0.244759886,yellow|0.6918
KPNB1|NP_002256.2,M4,yellow,-0.021540887,-0.445389616,-0.344117188,-0.390489976,-0.738731083,-0.226523852,-0.03641976,-0.420886428,-0.468348631,0.053625303,0.184801508,0.224833921,0.337957933,0.341807627,0.217961931,0.398950354,0.215180558,0.475154914,0.38630608,0.674763477,0.509957593,0.675319708,0.688728142,0.153126174,0.074688105,-0.094656476,0.281628084,-0.061415073,yellow|0.6887
ND5|YP_003024036.1,M4,yellow,-0.291174158,-0.529239769,-0.373324346,-0.284153543,-0.597943214,-0.273574267,-0.288056308,-0.677435698,-0.651816494,-0.313206667,0.251537769,0.042498597,0.408244806,0.178666779,0.317115778,0.282187516,-0.014850085,0.496706201,0.196968125,0.566373185,0.337419583,0.680583917,0.680563581,-0.077123244,-0.138398361,-0.260437919,0.383678797,-0.077985047,yellow|0.6806
SH3GLB2|NP_064530.1,M4,yellow,-0.185016152,0.039791666,-0.426647029,-0.387090063,-0.619819009,-0.690633561,-0.223817744,-0.58162166,-0.567407947,-0.303104798,0.014616321,0.320679217,0.536160365,0.271772568,0.384456731,0.086994348,-0.006322888,0.376744755,0.311434214,0.183346729,0.377667165,0.570698829,0.664645847,-0.129822121,0.017470311,-0.134592082,0.125467678,-0.049345753,yellow|0.6646
POR|NP_000932.3,M4,yellow,-0.026474719,-0.338655396,-0.63684707,-0.485214403,-0.651463281,0.043659637,0.132227936,-0.465036044,-0.239221389,-0.035758639,-0.014650561,0.572245003,0.364981658,0.178797455,0.485172478,0.500918974,0.573929095,0.607420471,0.343528307,0.5783875,0.696969828,0.584405799,0.655680191,-0.010378513,-0.279757879,-0.131187909,0.378428662,0.354197237,yellow|0.6557
YARS2|NP_001035526.1,M4,yellow,-0.140980807,-0.111102647,-0.573117352,-0.6353689,-0.643020197,-0.336121938,0.05127934,-0.184555267,-0.14699142,0.087254365,-0.189675167,0.558972069,0.33928475,0.347116361,0.478210198,0.287417132,0.388625704,0.448979543,0.36379211,0.50986361,0.544951585,0.430499208,0.637699028,-0.076513417,-0.047969114,0.050118209,0.238011061,-0.132740867,yellow|0.6377
WFS1|NP_001139325.1,M4,yellow,0.141679405,0.239599261,-0.516524921,-0.264333234,-0.538279232,-0.323297573,-0.117218741,-0.559937688,-0.495154293,-0.396404209,-0.048751762,0.400818223,0.621923246,0.194254538,0.402312517,0.252057025,0.116837387,0.238342694,-0.019866586,0.245380323,0.392009451,0.535325056,0.634886211,-0.440434564,-0.268085936,-0.178745241,-0.031257085,-0.144043779,yellow|0.6349
SV2A|NP_055664.3,M4,yellow,-0.269761308,-0.478049369,-0.228270963,-0.796090039,-0.573336434,-0.125866229,-0.172580379,-0.237605035,-0.485118514,-0.357135846,-0.646979178,0.65892576,0.091870946,-0.15642998,0.150824306,-0.152726552,-0.048937489,0.191506547,0.031108525,0.658352648,0.223273906,0.335675115,0.626467148,0.169918846,-0.037666008,0.427879296,0.408105997,0.076704637,yellow|0.6265
ATAD3A|NP_001164007.1,M4,yellow,0.191367293,-0.327604909,-0.680719462,-0.511482153,-0.511989297,0.276176345,0.112828332,-0.28921907,-0.057866045,0.097275461,-0.045512596,0.579233892,0.300964981,0.178803221,0.429915282,0.48872003,0.622219383,0.574728592,0.247953574,0.556066713,0.49134638,0.493848237,0.624143936,-0.061949115,-0.397983338,-0.118204793,0.152662208,0.296397646,yellow|0.6241
CXADR|NP_001329.1,M4,yellow,-0.025563923,-0.240656449,-0.445478267,-0.4490589,-0.359526092,0.016487168,-0.529382853,-0.604429165,-0.182872547,-0.099237569,0.03632273,0.476087161,0.518824499,0.237434163,0.451221839,-0.079756074,0.308005029,0.621792915,0.372751603,0.265674248,0.19467958,0.483186685,0.610332043,0.129822963,0.018357976,-0.337166629,-0.067393792,0.372241002,yellow|0.6103
FAM162A|NP_055182.3,M4,yellow,0.180414824,-0.242528631,-0.277918047,-0.658637772,-0.643918611,-0.26008012,-0.222206769,-0.462308951,-0.530159596,0.006594252,-0.216729451,0.494310412,0.404221534,0.350160101,0.171696499,0.065146609,0.176841229,0.228807986,0.283607446,0.554984809,0.258069301,0.563456848,0.607443044,-0.007556145,0.268150146,0.245811417,-0.023603434,-0.01715596,yellow|0.6074
C1orf95|NP_001003665.1,M4,yellow,0.078169255,0.033702989,-0.846254307,-0.301740224,-0.486797931,-0.077746559,0.294327176,-0.316981862,-0.03830788,-0.245911111,-0.152730163,0.515611539,0.535484445,0.123797444,0.680311961,0.482822328,0.501073813,0.374276437,-0.050759882,0.320940934,0.521709508,0.409342275,0.60659552,-0.333262793,-0.561602223,-0.142114235,0.174437686,-0.090157905,yellow|0.6066
CADM2|NP_694854.2,M4,yellow,0.073321816,-0.104651384,-0.680068863,-0.300257683,-0.616753166,-0.093551903,0.298413344,-0.487304702,-0.240028955,0.003685511,-0.061470462,0.346052325,0.509453709,0.300206221,0.607250333,0.504731224,0.509943726,0.328281646,0.150078108,0.521603087,0.474750204,0.570251536,0.585866766,-0.429050592,-0.34614716,0.024947488,0.323895468,-0.161722456,yellow|0.5859
SRPRB|NP_067026.3,M4,yellow,-0.245639312,-0.572965701,-0.54479501,-0.576971319,-0.687121688,-0.284119481,0.258164638,-0.205009069,-0.164615496,0.318067568,0.060427842,0.290556058,0.196464238,0.378518807,0.431535138,0.499871125,0.470873343,0.576550723,0.566824917,0.532278001,0.5270565,0.51510354,0.573059924,0.251347479,-0.014235979,0.053743112,0.432161424,0.062657955,yellow|0.5731
PGP|NP_001035830.1,M4,yellow,-0.298482795,-0.534647549,-0.339547428,-0.45617725,-0.342624041,-0.04504484,-0.367919576,-0.429273118,-0.353883814,-0.227208798,-0.023330368,0.235220571,0.18680407,-0.015781527,0.315570109,0.040013666,0.036044508,0.499013827,0.152529323,0.310406912,0.0715424,0.400159576,0.572925627,0.08783941,-0.262727312,-0.201098177,0.308467047,0.26461658,yellow|0.5729
STX6|NP_005810.1,M4,yellow,0.332954342,-9.61E-06,-0.639233692,-0.21022904,-0.426109027,0.007239913,0.133474195,-0.318195708,-0.192190311,-0.413738136,-0.289910515,0.467813596,0.48060973,0.050626599,0.349482096,0.33436722,0.240940863,0.182134159,-0.2994329,0.436328224,0.445349158,0.447898694,0.562854152,-0.462919802,-0.401103615,0.088128863,0.159116331,-0.283343142,yellow|0.5629
CPD|NP_001295.2,M4,yellow,-0.005531274,-0.1627675,-0.025603598,-0.195182596,-0.405227445,-0.368859534,-0.329708825,-0.376905986,-0.56745624,-0.351844423,0.089782712,0.085469349,0.185509277,0.017868738,-0.036207104,-0.083777499,-0.273422029,0.131337049,0.025114638,0.437226762,0.050170021,0.43707297,0.537037275,0.003977961,0.040975094,-0.095949186,0.110605485,-0.113434098,yellow|0.537
SLC14A1|NP_001139508.2,M4,yellow,0.056840684,-0.206302026,-0.058690137,-0.31333259,-0.50334956,-0.24467009,-0.222782049,-0.531644025,-0.720408287,-0.302023803,-0.040813825,0.163958486,0.246614721,0.045433793,0.047147094,0.019828381,-0.13807933,0.023276566,-0.008345305,0.549404296,0.051587135,0.498303324,0.530774079,-0.181462159,-0.011582131,0.07883666,0.148482243,-0.066254725,yellow|0.5308
CAMK4|NP_001735.1,M4,yellow,0.071384312,-0.32237175,-0.576095922,-0.068398098,-0.52020395,-0.122620965,0.328411134,-0.381452923,-0.181492233,-0.078431429,0.077116075,0.103276131,0.332177717,0.217399609,0.390413588,0.51249975,0.337682126,0.336763408,0.047613803,0.604628713,0.507022818,0.576872389,0.515087274,-0.348532407,-0.281363711,0.040760707,0.541256624,-0.293469341,yellow|0.5151
DIRAS1|NP_660156.1,M4,yellow,-0.059341311,-0.247142344,-0.750772204,-0.358521193,-0.391516962,0.097333048,0.200046233,-0.205156702,-0.059235372,-0.282681469,-0.221917022,0.431483827,0.398472898,0.011842063,0.564730502,0.480258705,0.377625087,0.363543769,-0.153817116,0.30113736,0.438067455,0.306322949,0.506330173,-0.190505996,-0.571064628,-0.083630612,0.218413405,-0.079737054,yellow|0.5063
NDUFA13|NP_057049.5,M4,yellow,-0.216358692,-0.626704089,-0.2232989,-0.177862346,-0.382661084,-0.131585968,-0.327156466,-0.373400635,-0.285024127,-0.058826238,0.294162755,1.05E-05,0.151404866,0.162090055,0.123416399,0.1603603,0.026459935,0.583695839,0.346995743,0.428669397,0.296111282,0.507230327,0.502428719,0.217049469,0.046223302,-0.257602524,0.401767027,0.100554341,yellow|0.5024
IQSEC1|NP_001127854.1,M4,yellow,-0.021714239,-0.150040698,-0.297651216,-0.184637343,-0.372078684,-0.015521274,0.038350524,-0.163638154,0.02256462,-0.005924226,0.088315541,0.324938999,0.106005769,0.06174051,0.151293071,0.099035465,0.230935014,0.479724929,0.294930652,0.498483254,0.410814961,0.36511291,0.498307194,0.186287663,-0.096400999,-0.170154563,0.277267628,0.125059586,yellow|0.4983
DNAJC5|NP_079495.1,M4,yellow,-0.150330692,0.022848298,-0.234113044,-0.608664392,-0.294707101,-0.192684199,-0.586349408,-0.413891511,-0.281244412,-0.161250349,-0.072319212,0.545157231,0.412996693,0.143424177,0.339004407,-0.2423081,0.115031423,0.376997724,0.332602948,0.039575362,0.03424312,0.2264619,0.481348962,0.280611686,0.112971141,-0.316467979,-0.375236086,0.423863884,yellow|0.4813
ATL1|NP_056999.2,M4,yellow,-0.282437182,0.129228803,-0.222599096,-0.18123153,-0.412894209,-0.5195113,-0.027187454,-0.283847277,-0.230333245,-0.289225066,-0.097187423,0.198724701,0.415003371,0.083437952,0.527033054,-0.009461956,0.015994571,0.07983342,-0.023103657,0.133384096,0.136867757,0.219364013,0.480755329,0.072179217,-0.073039479,-0.21414966,0.209407516,-0.212411362,yellow|0.4808
TMEM65|NP_919267.2,M4,yellow,-0.246581263,0.071432498,-0.285977951,-0.130270438,-0.29360813,-0.377823252,0.045061195,-0.02589565,-0.016990419,-0.141154192,0.013228026,0.104076136,0.287575471,0.063067698,0.431722575,0.109578398,0.010748517,0.201931389,0.002799597,-0.046348525,0.088933171,0.119528436,0.428697405,0.220734579,-0.229954513,-0.327254988,0.085113145,-0.203205316,yellow|0.4287
KIF2A|NP_001230882.1,M4,yellow,-0.033523018,0.036220296,-0.369558241,-0.436372692,-0.306972535,0.08817901,-0.070141259,0.029927325,-0.021886637,0.062844096,-0.097058855,0.400940118,0.15729796,0.13254801,0.16069517,0.176017523,0.163955294,0.371292996,0.173579831,0.275173407,0.264376348,0.196791754,0.420655953,-0.028138829,-0.244409136,-0.112440762,-0.123635826,-0.084869014,yellow|0.4207
STK3|NP_006272.2,M4,yellow,-0.184423177,-0.222932234,-0.343845277,-0.492272099,-0.592563182,-0.598789788,0.229099534,-0.10467925,-0.150060105,0.231836061,-0.111272107,0.27369823,0.29726539,0.418327977,0.417150931,0.295723355,0.304544627,0.226378113,0.391703399,0.177724162,0.411854295,0.297214227,0.397888493,0.298166623,0.279431178,0.144325281,0.210434418,-0.1253557,yellow|0.3979
IQGAP1|NP_003861.1,M4,yellow,-0.002973138,-0.391268033,-0.124571116,-0.477083191,-0.395663056,-0.027738856,0.050547345,-0.105068508,-0.234518522,0.195276778,-0.126026587,0.316867205,-0.161507544,0.059812003,-0.087987087,0.108137845,0.148390973,0.325130082,0.38038676,0.454568353,0.240812442,0.343355559,0.367182016,0.118738929,0.01037027,0.262705938,0.351363467,0.309746029,yellow|0.3672
ALDH4A1|NP_733844.1,M4,yellow,-0.172048293,-0.189726179,-0.064675189,-0.173064612,-0.344325575,-0.173953789,-0.165336877,-0.319975429,-0.563027825,-0.584153717,-0.349250295,0.208668906,0.155736445,-0.208283001,-0.027640012,-0.040005847,-0.324590679,0.032520858,-0.224839252,0.269038719,0.251295166,0.310299189,0.359456267,-0.151472632,-0.108435844,0.217390354,0.420461982,-0.11351862,yellow|0.3595
IPO4|NP_078934.3,M4,yellow,-0.100680361,0.179381635,-0.097487509,-0.194775426,-0.120003343,-0.065811388,-0.598586482,-0.502929218,-0.148225677,-0.14339606,0.169840838,0.302848158,0.388897306,0.117767945,0.297539031,-0.316351009,0.097537528,0.36866442,0.320034154,0.011189432,-0.013723601,0.222544025,0.349957339,0.127774318,0.096431441,-0.502441098,-0.269196031,0.409385521,yellow|0.35
STXBP5|NP_001121187.1,M4,yellow,0.360395793,-0.217409457,-0.311999341,-0.323149184,-0.371827174,0.326798844,0.17231742,-0.179633124,0.017384011,0.423880126,0.096846558,0.381376913,0.093731563,0.290223253,0.014468145,0.346511676,0.536565424,0.449510677,0.465585434,0.475171258,0.4328263,0.418107762,0.314063279,0.080926575,0.028153692,0.061920702,0.004676252,0.33697724,yellow|0.3141
HOMER1|NP_004263.1,M4,yellow,0.191328429,0.210909928,-0.068369434,-0.104595617,-0.182121959,0.015780867,-0.284522979,-0.232104107,-0.10658428,-0.040111738,-0.029301946,0.182587968,0.450265323,0.173981566,0.293728086,-0.124030157,0.084309671,-0.006894729,-0.036143116,0.083642813,-0.165135057,0.154113176,0.310145092,0.05332782,0.050563994,-0.23105182,-0.351751286,-0.142552463,yellow|0.3101
XRCC6|NP_001460.1,M4,yellow,-0.249852283,-0.15609674,0.069597913,-0.418266858,-0.415626952,-0.524243935,-0.039107191,-0.024284294,-0.199151075,0.016589764,-0.230043328,0.236899893,0.081967028,0.169451831,0.081456746,-0.147622781,-0.073705476,0.021963492,0.202348679,0.317663998,0.178462185,0.125432582,0.309398791,0.401896762,0.447177093,0.212767837,0.192572471,-0.221222207,yellow|0.3094
